ClaimID,CustomerID,PolicyID,ClaimAmount,ClaimDate,ClaimStatus,HospitalOrGarage
CL002656,C04025,P0122,1042503,2026-02-06,Approved,Aster Hospital
CL002657,C02137,P0069,881403,2026-05-05,Submitted,ABC Motors
CL002658,C00324,P0364,417750,2026-02-14,Approved,NA
CL002659,C04465,P0058,294449,2026-05-13,Approved,ABC Motors
CL002660,C00518,P0455,1104789,2026-05-26,Approved,TVS Garage
CL002661,C02517,P0346,930290,2026-03-23,Approved,Apollo Hospital
CL002662,C00579,P0463,339126,2026-04-23,Submitted,TVS Garage
CL002663,C04763,P0217,513058,2026-05-08,Approved,Apollo Hospital
CL002664,C00719,P0157,432687,2026-03-03,Approved,Apollo Hospital
CL002665,C04384,P0258,845627,2026-02-11,Approved,Apollo Hospital
CL002666,C03539,P0375,702139,2026-05-29,Rejected,NA
CL002667,C00216,P0014,493571,2026-05-17,Approved,XYZ Garage
CL002668,C00154,P0125,876522,2026-03-18,Submitted,TVS Garage
CL002669,C00760,P0347,79505,2026-01-12,Approved,Apollo Hospital
CL002670,C04103,P0079,639690,2026-01-20,Submitted,TVS Garage
CL002671,C00195,P0279,183963,2026-04-25,Approved,Aster Hospital
CL002672,C04242,P0135,887375,2026-01-17,Rejected,NA
CL002673,C04507,P0241,1118695,2026-04-25,Submitted,NA
CL002674,C01570,P0095,135701,2026-03-14,Submitted,XYZ Garage
CL002675,C04702,P0245,23533,2026-02-23,Submitted,Aster Hospital
CL002676,C00169,P0144,394652,2026-03-21,Submitted,ABC Motors
CL002677,C02096,P0110,430771,2026-03-20,Rejected,Aster Hospital
CL002678,C00856,P0023,863681,2026-04-03,Approved,Apollo Hospital
CL002679,C00171,P0151,829581,2026-01-01,Approved,Apollo Hospital
CL002680,C02395,P0057,418915,2026-02-01,Approved,TVS Garage
CL002681,C03002,P0171,955655,2026-05-27,Rejected,Aster Hospital
CL002682,C00388,P0370,991607,2026-02-07,Submitted,NA
CL002683,C01048,P0348,487584,2026-04-02,Rejected,NA
CL002684,C03804,P0067,179439,2026-05-06,Rejected,Apollo Hospital
CL002685,C04283,P0410,1173941,2026-05-30,Submitted,ABC Motors
CL002686,C04537,P0464,953013,2026-05-06,Rejected,ABC Motors
CL002687,C03588,P0470,779180,2026-01-17,Approved,XYZ Garage
CL002688,C03936,P0238,161341,2026-02-02,Approved,XYZ Garage
CL002689,C04400,P0044,1118847,2026-05-27,Approved,XYZ Garage
CL002690,C03740,P0330,338089,2026-01-11,Rejected,XYZ Garage
CL002691,C03904,P0116,82442,2026-03-12,Rejected,Apollo Hospital
CL002692,C04809,P0130,670170,2026-03-29,Submitted,XYZ Garage
CL002693,C03358,P0476,1070140,2026-01-22,Submitted,NA
CL002694,C03738,P0425,469391,2026-03-13,Approved,XYZ Garage
CL002695,C04551,P0461,65217,2026-05-08,Submitted,NA
CL002696,C03300,P0399,654678,2026-01-11,Approved,NA
CL002697,C00877,P0179,1016986,2026-03-23,Submitted,TVS Garage
CL002698,C01579,P0465,1193708,2026-01-28,Submitted,NA
CL002699,C02665,P0123,821610,2026-02-05,Approved,TVS Garage
CL002700,C02285,P0424,642029,2026-02-18,Approved,XYZ Garage
CL002701,C01497,P0230,171184,2026-05-25,Rejected,TVS Garage
CL002702,C00255,P0483,862044,2026-02-28,Submitted,TVS Garage
CL002703,C03445,P0459,957482,2026-01-03,Approved,Apollo Hospital
CL002704,C03836,P0494,157664,2026-04-01,Approved,ABC Motors
CL002705,C04579,P0337,586325,2026-02-17,Approved,NA
CL002706,C02838,P0184,731317,2026-03-28,Approved,NA
CL002707,C02619,P0137,593268,2026-01-10,Rejected,XYZ Garage
CL002708,C04862,P0347,867500,2026-04-27,Rejected,NA
CL002709,C04124,P0448,1103332,2026-05-18,Submitted,Aster Hospital
CL002710,C01110,P0500,222990,2026-01-09,Submitted,Apollo Hospital
CL002711,C03732,P0400,294261,2026-01-03,Rejected,Apollo Hospital
CL002712,C02543,P0254,143713,2026-02-01,Approved,TVS Garage
CL002713,C03298,P0055,931282,2026-04-04,Submitted,ABC Motors
CL002714,C04403,P0355,33766,2026-03-13,Approved,Apollo Hospital
CL002715,C02545,P0283,897581,2026-04-15,Rejected,Apollo Hospital
CL002716,C04275,P0215,540203,2026-03-11,Approved,ABC Motors
CL002717,C01033,P0395,614090,2026-03-18,Rejected,Apollo Hospital
CL002718,C02120,P0289,1151526,2026-04-17,Rejected,Apollo Hospital
CL002719,C00942,P0413,33865,2026-01-31,Submitted,ABC Motors
CL002720,C03820,P0399,29898,2026-03-01,Approved,Aster Hospital
CL002721,C02674,P0238,99579,2026-03-15,Submitted,TVS Garage
CL002722,C01837,P0403,62128,2026-04-29,Approved,Aster Hospital
CL002723,C02523,P0431,789965,2026-04-19,Submitted,XYZ Garage
CL002724,C03956,P0337,538640,2026-01-16,Approved,NA
CL002725,C00468,P0134,478269,2026-05-12,Approved,ABC Motors
CL002726,C03624,P0320,1050018,2026-05-27,Approved,TVS Garage
CL002727,C03310,P0431,338314,2026-03-14,Rejected,Apollo Hospital
CL002728,C02315,P0438,1107030,2026-02-01,Approved,NA
CL002729,C01570,P0031,196547,2026-05-11,Rejected,TVS Garage
CL002730,C02008,P0070,519962,2026-01-22,Rejected,TVS Garage
CL002731,C03105,P0418,780271,2026-01-25,Submitted,Apollo Hospital
CL002732,C01361,P0238,771082,2026-01-21,Rejected,Apollo Hospital
CL002733,C00177,P0126,569804,2026-03-03,Rejected,TVS Garage
CL002734,C01621,P0374,325129,2026-04-01,Rejected,NA
CL002735,C03843,P0152,60421,2026-03-26,Approved,ABC Motors
CL002736,C01132,P0162,192699,2026-02-09,Approved,Apollo Hospital
CL002737,C00599,P0421,706811,2026-03-08,Approved,NA
CL002738,C00545,P0059,57662,2026-02-05,Approved,ABC Motors
CL002739,C00095,P0251,215875,2026-03-05,Submitted,ABC Motors
CL002740,C04777,P0105,111641,2026-01-09,Rejected,Aster Hospital
CL002741,C01447,P0039,649632,2026-03-09,Approved,NA
CL002742,C03473,P0402,919004,2026-03-04,Submitted,TVS Garage
CL002743,C01640,P0287,557823,2026-02-04,Rejected,ABC Motors
CL002744,C00983,P0064,859484,2026-01-28,Submitted,TVS Garage
CL002745,C04677,P0367,653388,2026-03-11,Submitted,Aster Hospital
CL002746,C03385,P0406,179826,2026-05-17,Rejected,TVS Garage
CL002747,C02578,P0108,920786,2026-03-23,Submitted,Aster Hospital
CL002748,C03289,P0272,267867,2026-04-05,Approved,XYZ Garage
CL002749,C00873,P0139,653098,2026-01-09,Approved,Aster Hospital
CL002750,C01095,P0100,729419,2026-05-23,Rejected,XYZ Garage
CL002751,C01885,P0423,730416,2026-05-11,Approved,NA
CL002752,C01690,P0486,699895,2026-02-13,Submitted,XYZ Garage
CL002753,C00248,P0173,59758,2026-05-07,Rejected,Apollo Hospital
CL002754,C04073,P0367,1067360,2026-01-23,Submitted,NA
CL002755,C03696,P0414,445215,2026-04-03,Rejected,TVS Garage
CL002756,C01078,P0184,380236,2026-03-13,Submitted,NA
CL002757,C03878,P0253,1025787,2026-05-04,Rejected,TVS Garage
CL002758,C02241,P0290,819976,2026-03-09,Submitted,Aster Hospital
CL002759,C00278,P0157,896773,2026-03-14,Approved,Apollo Hospital
CL002760,C03562,P0005,811616,2026-05-26,Submitted,XYZ Garage
CL002761,C01112,P0200,625220,2026-05-20,Rejected,Aster Hospital
CL002762,C03748,P0187,766473,2026-02-23,Rejected,ABC Motors
CL002763,C04864,P0117,1180589,2026-04-01,Submitted,TVS Garage
CL002764,C03112,P0011,212132,2026-02-05,Approved,Apollo Hospital
CL002765,C02083,P0013,982023,2026-02-10,Rejected,TVS Garage
CL002766,C02902,P0375,416478,2026-04-22,Approved,Apollo Hospital
CL002767,C03557,P0031,467726,2026-02-06,Submitted,NA
CL002768,C02072,P0240,66183,2026-04-23,Submitted,Aster Hospital
CL002769,C03254,P0488,286371,2026-04-03,Submitted,Apollo Hospital
CL002770,C03907,P0152,423139,2026-02-01,Submitted,ABC Motors
CL002771,C00466,P0112,277187,2026-04-06,Approved,NA
CL002772,C01894,P0384,624162,2026-03-05,Submitted,NA
CL002773,C04895,P0261,1114931,2026-03-08,Rejected,Aster Hospital
CL002774,C03768,P0286,750705,2026-02-09,Submitted,Aster Hospital
CL002775,C03502,P0047,1048266,2026-03-09,Submitted,ABC Motors
CL002776,C02151,P0173,643345,2026-04-01,Submitted,XYZ Garage
CL002777,C02901,P0432,958179,2026-05-10,Approved,Aster Hospital
CL002778,C03676,P0372,405846,2026-01-28,Rejected,NA
CL002779,C02359,P0349,302418,2026-04-23,Submitted,Apollo Hospital
CL002780,C04335,P0118,279339,2026-02-07,Submitted,TVS Garage
CL002781,C00194,P0083,448274,2026-02-23,Rejected,NA
CL002782,C01060,P0244,813568,2026-01-27,Rejected,ABC Motors
CL002783,C02217,P0364,64751,2026-03-12,Approved,TVS Garage
CL002784,C03191,P0173,769780,2026-01-26,Approved,Aster Hospital
CL002785,C04526,P0194,486294,2026-05-10,Approved,Apollo Hospital
CL002786,C00131,P0180,14735,2026-02-04,Submitted,Aster Hospital
CL002787,C04358,P0368,340602,2026-01-10,Rejected,NA
CL002788,C02392,P0348,710906,2026-05-31,Rejected,Aster Hospital
CL002789,C04309,P0368,283762,2026-04-24,Rejected,ABC Motors
CL002790,C03945,P0407,573328,2026-02-16,Approved,XYZ Garage
CL002791,C01722,P0163,556734,2026-02-25,Approved,NA
CL002792,C03743,P0100,280327,2026-04-23,Submitted,Aster Hospital
CL002793,C04981,P0215,393391,2026-01-21,Rejected,Apollo Hospital
CL002794,C00337,P0007,290309,2026-04-08,Approved,ABC Motors
CL002795,C03613,P0388,347311,2026-01-18,Rejected,Aster Hospital
CL002796,C02060,P0489,1095556,2026-04-09,Submitted,NA
CL002797,C03135,P0498,720881,2026-02-25,Rejected,Apollo Hospital
CL002798,C02959,P0463,748579,2026-05-02,Approved,Apollo Hospital
CL002799,C00216,P0183,381664,2026-01-02,Submitted,XYZ Garage
CL002800,C04583,P0100,138349,2026-05-23,Rejected,Aster Hospital
CL002801,C00249,P0341,1192904,2026-04-03,Approved,ABC Motors
CL002802,C01717,P0431,489508,2026-04-30,Rejected,Aster Hospital
CL002803,C00864,P0067,999945,2026-02-19,Rejected,Apollo Hospital
CL002804,C02551,P0265,713791,2026-01-14,Approved,NA
CL002805,C03719,P0343,783485,2026-01-07,Submitted,Aster Hospital
CL002806,C03375,P0279,39875,2026-01-01,Submitted,Apollo Hospital
CL002807,C03868,P0078,363433,2026-01-08,Submitted,NA
CL002808,C03913,P0044,329460,2026-02-01,Submitted,XYZ Garage
CL002809,C02288,P0178,378461,2026-03-04,Submitted,NA
CL002810,C02649,P0292,868228,2026-01-10,Approved,Aster Hospital
CL002811,C01718,P0039,688556,2026-05-13,Submitted,ABC Motors
CL002812,C02874,P0059,966201,2026-04-03,Rejected,XYZ Garage
CL002813,C00243,P0102,351958,2026-02-20,Approved,XYZ Garage
CL002814,C04308,P0276,119881,2026-04-22,Approved,XYZ Garage
CL002815,C02319,P0481,141588,2026-04-30,Rejected,Apollo Hospital
CL002816,C01387,P0489,587522,2026-02-01,Approved,Apollo Hospital
CL002817,C00386,P0228,1077335,2026-05-20,Rejected,ABC Motors
CL002818,C02864,P0265,1017267,2026-03-25,Rejected,NA
CL002819,C04434,P0174,11246,2026-05-31,Rejected,XYZ Garage
CL002820,C00795,P0156,704086,2026-01-12,Rejected,XYZ Garage
CL002821,C03586,P0091,521319,2026-04-11,Rejected,XYZ Garage
CL002822,C02387,P0347,825906,2026-02-02,Rejected,Aster Hospital
CL002823,C04110,P0220,712179,2026-01-27,Submitted,Apollo Hospital
CL002824,C02360,P0393,282717,2026-01-11,Rejected,Aster Hospital
CL002825,C04534,P0139,680378,2026-01-12,Submitted,NA
CL002826,C02124,P0465,842725,2026-02-07,Approved,ABC Motors
CL002827,C03163,P0134,406544,2026-03-17,Submitted,Aster Hospital
CL002828,C04703,P0463,601908,2026-01-28,Rejected,NA
CL002829,C03094,P0230,538730,2026-01-09,Rejected,XYZ Garage
CL002830,C04586,P0345,880682,2026-05-25,Submitted,NA
CL002831,C02949,P0273,660901,2026-04-25,Rejected,XYZ Garage
CL002832,C00618,P0491,181445,2026-01-14,Rejected,NA
CL002833,C03578,P0235,318165,2026-04-20,Rejected,Apollo Hospital
CL002834,C04129,P0230,496242,2026-05-29,Rejected,XYZ Garage
CL002835,C02598,P0111,954185,2026-05-02,Approved,Apollo Hospital
CL002836,C01312,P0143,447192,2026-01-29,Rejected,NA
CL002837,C02179,P0183,1094742,2026-02-07,Rejected,Aster Hospital
CL002838,C03593,P0280,31597,2026-03-11,Rejected,Apollo Hospital
CL002839,C02399,P0021,1012818,2026-05-31,Approved,ABC Motors
CL002840,C02823,P0035,1068368,2026-04-25,Rejected,ABC Motors
CL002841,C04751,P0092,907199,2026-05-31,Approved,Apollo Hospital
CL002842,C01807,P0343,334521,2026-05-01,Approved,TVS Garage
CL002843,C04066,P0061,296663,2026-04-04,Rejected,ABC Motors
CL002844,C01513,P0038,324588,2026-03-05,Approved,Apollo Hospital
CL002845,C04527,P0400,716995,2026-04-28,Submitted,XYZ Garage
CL002846,C04720,P0179,242463,2026-04-05,Approved,Aster Hospital
CL002847,C02499,P0093,714910,2026-04-10,Rejected,Apollo Hospital
CL002848,C00057,P0298,1132732,2026-01-01,Rejected,ABC Motors
CL002849,C04405,P0109,855095,2026-01-12,Submitted,Aster Hospital
CL002850,C00253,P0104,564437,2026-01-19,Approved,NA
CL002851,C03324,P0174,397462,2026-02-02,Submitted,XYZ Garage
CL002852,C02648,P0223,1125294,2026-03-10,Submitted,NA
CL002853,C04933,P0440,931733,2026-04-23,Approved,NA
CL002854,C04083,P0411,92246,2026-04-20,Approved,Apollo Hospital
CL002855,C04086,P0140,792312,2026-01-26,Rejected,Aster Hospital
CL002856,C02028,P0447,934525,2026-01-09,Approved,TVS Garage
CL002857,C04844,P0041,1024831,2026-03-21,Rejected,Aster Hospital
CL002858,C03175,P0287,918887,2026-01-22,Submitted,NA
CL002859,C03126,P0123,1057406,2026-04-28,Rejected,Aster Hospital
CL002860,C00650,P0465,751334,2026-05-03,Submitted,ABC Motors
CL002861,C02467,P0427,14026,2026-03-25,Rejected,TVS Garage
CL002862,C04110,P0224,900851,2026-02-01,Submitted,Aster Hospital
CL002863,C02380,P0390,1131813,2026-05-08,Rejected,Apollo Hospital
CL002864,C02246,P0088,1026576,2026-05-10,Rejected,Aster Hospital
CL002865,C00521,P0129,229226,2026-05-09,Submitted,ABC Motors
CL002866,C01419,P0215,435613,2026-03-08,Submitted,XYZ Garage
CL002867,C01410,P0043,338711,2026-02-04,Approved,NA
CL002868,C01793,P0296,1100228,2026-02-10,Approved,TVS Garage
CL002869,C04614,P0403,50934,2026-01-04,Rejected,NA
CL002870,C01007,P0109,291690,2026-01-02,Rejected,NA
CL002871,C02238,P0486,1073601,2026-03-08,Rejected,ABC Motors
CL002872,C03715,P0473,1013877,2026-01-19,Rejected,NA
CL002873,C02179,P0057,975461,2026-04-08,Rejected,Apollo Hospital
CL002874,C02431,P0162,876958,2026-05-21,Submitted,Aster Hospital
CL002875,C04725,P0044,208053,2026-04-13,Submitted,NA
CL002876,C02541,P0190,924105,2026-04-13,Rejected,NA
CL002877,C03688,P0385,838809,2026-04-06,Rejected,NA
CL002878,C03548,P0198,841686,2026-03-06,Rejected,ABC Motors
CL002879,C00384,P0288,740851,2026-02-02,Approved,XYZ Garage
CL002880,C02802,P0436,293926,2026-05-31,Rejected,TVS Garage
CL002881,C02700,P0451,673462,2026-02-17,Approved,ABC Motors
CL002882,C02980,P0032,603969,2026-05-27,Submitted,XYZ Garage
CL002883,C04255,P0254,1110854,2026-02-04,Submitted,XYZ Garage
CL002884,C04107,P0250,302132,2026-04-30,Rejected,TVS Garage
CL002885,C02260,P0073,350409,2026-01-02,Rejected,Apollo Hospital
CL002886,C04539,P0186,86128,2026-04-17,Submitted,Aster Hospital
CL002887,C04874,P0424,1125513,2026-04-30,Submitted,Aster Hospital
CL002888,C04311,P0222,579036,2026-01-09,Approved,ABC Motors
CL002889,C03924,P0072,641239,2026-04-17,Rejected,Aster Hospital
CL002890,C04786,P0020,516383,2026-02-11,Approved,TVS Garage
CL002891,C02025,P0029,407806,2026-01-23,Submitted,NA
CL002892,C01556,P0291,502356,2026-03-03,Approved,Apollo Hospital
CL002893,C00889,P0472,235961,2026-05-11,Rejected,NA
CL002894,C00176,P0206,742640,2026-03-06,Submitted,XYZ Garage
CL002895,C02650,P0176,1097957,2026-05-08,Rejected,TVS Garage
CL002896,C01094,P0357,608229,2026-04-02,Approved,XYZ Garage
CL002897,C03217,P0054,721587,2026-01-20,Rejected,Aster Hospital
CL002898,C03376,P0312,960361,2026-03-06,Rejected,ABC Motors
CL002899,C04287,P0109,666596,2026-01-19,Rejected,XYZ Garage
CL002900,C04475,P0103,1053080,2026-04-27,Submitted,Apollo Hospital
CL002901,C01979,P0169,733110,2026-04-12,Rejected,XYZ Garage
CL002902,C03540,P0499,519925,2026-02-22,Submitted,NA
CL002903,C04712,P0182,1127586,2026-04-22,Submitted,TVS Garage
CL002904,C00560,P0238,1120637,2026-02-06,Rejected,NA
CL002905,C03171,P0463,97280,2026-02-01,Submitted,XYZ Garage
CL002906,C04778,P0057,907315,2026-02-03,Rejected,ABC Motors
CL002907,C04938,P0157,987766,2026-04-18,Submitted,Aster Hospital
CL002908,C04849,P0101,825881,2026-05-18,Rejected,Aster Hospital
CL002909,C03536,P0269,759933,2026-01-30,Rejected,XYZ Garage
CL002910,C03749,P0098,911388,2026-05-04,Submitted,NA
CL002911,C04967,P0454,102945,2026-01-24,Approved,Aster Hospital
CL002912,C04051,P0417,162644,2026-01-15,Submitted,XYZ Garage
CL002913,C02563,P0439,267772,2026-01-03,Approved,XYZ Garage
CL002914,C03721,P0082,212517,2026-02-02,Approved,TVS Garage
CL002915,C00617,P0293,87959,2026-03-12,Rejected,NA
CL002916,C03136,P0088,640098,2026-03-11,Rejected,NA
CL002917,C01499,P0078,75766,2026-01-25,Rejected,TVS Garage
CL002918,C03482,P0209,456220,2026-03-02,Submitted,Aster Hospital
CL002919,C02891,P0019,1095553,2026-02-09,Rejected,Aster Hospital
CL002920,C01078,P0197,269910,2026-03-24,Approved,NA
CL002921,C04412,P0047,580894,2026-01-04,Approved,Apollo Hospital
CL002922,C04052,P0161,658182,2026-05-15,Rejected,Apollo Hospital
CL002923,C02242,P0458,335757,2026-01-16,Approved,TVS Garage
CL002924,C04336,P0153,398675,2026-03-30,Approved,ABC Motors
CL002925,C02294,P0189,31372,2026-02-24,Submitted,Aster Hospital
CL002926,C01509,P0264,114472,2026-05-30,Submitted,XYZ Garage
CL002927,C04982,P0406,977498,2026-01-07,Approved,TVS Garage
CL002928,C02211,P0003,634926,2026-02-21,Approved,Apollo Hospital
CL002929,C00099,P0240,1016475,2026-01-25,Submitted,XYZ Garage
CL002930,C01425,P0121,690009,2026-03-03,Approved,ABC Motors
CL002931,C03889,P0323,463656,2026-05-06,Rejected,TVS Garage
CL002932,C02812,P0132,925500,2026-04-12,Approved,ABC Motors
CL002933,C01043,P0228,749615,2026-05-02,Approved,TVS Garage
CL002934,C02626,P0159,1169986,2026-01-28,Rejected,ABC Motors
CL002935,C00798,P0093,818121,2026-04-15,Rejected,Apollo Hospital
CL002936,C02782,P0457,519128,2026-05-29,Approved,XYZ Garage
CL002937,C01045,P0311,559379,2026-02-15,Rejected,NA
CL002938,C00418,P0427,292160,2026-01-18,Rejected,Apollo Hospital
CL002939,C00805,P0107,535109,2026-02-26,Submitted,Aster Hospital
CL002940,C04665,P0026,916750,2026-02-10,Rejected,XYZ Garage
CL002941,C04421,P0498,694239,2026-05-10,Approved,TVS Garage
CL002942,C03658,P0243,397243,2026-02-25,Submitted,XYZ Garage
CL002943,C00573,P0426,276979,2026-01-12,Approved,ABC Motors
CL002944,C00917,P0353,230936,2026-02-07,Rejected,TVS Garage
CL002945,C04911,P0125,1190838,2026-04-03,Rejected,ABC Motors
CL002946,C00718,P0486,604609,2026-02-16,Approved,NA
CL002947,C00734,P0216,393110,2026-02-15,Approved,NA
CL002948,C03208,P0439,682999,2026-01-23,Approved,Apollo Hospital
CL002949,C02262,P0428,528284,2026-02-18,Rejected,TVS Garage
CL002950,C01767,P0201,561035,2026-03-16,Rejected,Aster Hospital
CL002951,C01314,P0384,1182592,2026-04-18,Submitted,Apollo Hospital
CL002952,C02072,P0076,328806,2026-01-02,Submitted,Apollo Hospital
CL002953,C03797,P0323,316088,2026-02-12,Rejected,ABC Motors
CL002954,C04098,P0123,670285,2026-02-10,Rejected,XYZ Garage
CL002955,C00385,P0434,1064824,2026-04-25,Submitted,TVS Garage
CL002956,C03952,P0055,119233,2026-02-25,Approved,XYZ Garage
CL002957,C03049,P0112,83821,2026-01-04,Approved,XYZ Garage
CL002958,C00356,P0461,126822,2026-04-19,Approved,NA
CL002959,C01152,P0176,1079940,2026-04-19,Submitted,ABC Motors
CL002960,C03654,P0453,694539,2026-03-14,Rejected,TVS Garage
CL002961,C04519,P0212,253907,2026-05-03,Approved,XYZ Garage
CL002962,C02532,P0494,970977,2026-01-08,Approved,TVS Garage
CL002963,C02247,P0412,884231,2026-02-25,Approved,Aster Hospital
CL002964,C02352,P0420,794858,2026-04-01,Submitted,NA
CL002965,C03385,P0439,1109055,2026-03-14,Approved,TVS Garage
CL002966,C02431,P0384,862548,2026-02-21,Rejected,Apollo Hospital
CL002967,C03814,P0161,1039258,2026-02-22,Rejected,Apollo Hospital
CL002968,C04217,P0188,227964,2026-05-08,Rejected,XYZ Garage
CL002969,C03168,P0184,1188658,2026-04-03,Submitted,ABC Motors
CL002970,C02681,P0405,864693,2026-01-04,Approved,NA
CL002971,C01874,P0362,460125,2026-04-25,Submitted,TVS Garage
CL002972,C01258,P0094,1195053,2026-04-12,Submitted,TVS Garage
CL002973,C04226,P0132,293912,2026-01-23,Approved,XYZ Garage
CL002974,C01309,P0095,269188,2026-03-25,Approved,NA
CL002975,C02176,P0174,741560,2026-05-03,Submitted,NA
CL002976,C03017,P0430,416152,2026-04-27,Submitted,Aster Hospital
CL002977,C01883,P0249,832518,2026-04-16,Approved,TVS Garage
CL002978,C00575,P0146,302825,2026-04-20,Rejected,Aster Hospital
CL002979,C00471,P0095,990570,2026-01-12,Submitted,Apollo Hospital
CL002980,C01808,P0405,1021662,2026-02-09,Approved,XYZ Garage
CL002981,C04584,P0074,256558,2026-01-05,Submitted,Aster Hospital
CL002982,C02964,P0327,312647,2026-03-21,Submitted,Aster Hospital
CL002983,C04966,P0079,349537,2026-04-05,Approved,Apollo Hospital
CL002984,C02504,P0291,827535,2026-02-04,Submitted,TVS Garage
CL002985,C00210,P0236,908055,2026-03-26,Approved,XYZ Garage
CL002986,C00446,P0472,1145562,2026-04-30,Submitted,Aster Hospital
CL002987,C02409,P0385,1047116,2026-04-14,Rejected,NA
CL002988,C00197,P0026,920185,2026-05-10,Approved,TVS Garage
CL002989,C02486,P0205,904750,2026-04-11,Rejected,XYZ Garage
CL002990,C02529,P0353,1179616,2026-02-26,Rejected,NA
CL002991,C00040,P0349,1186032,2026-03-21,Approved,XYZ Garage
CL002992,C03347,P0259,333962,2026-04-02,Submitted,Apollo Hospital
CL002993,C04337,P0168,704364,2026-05-29,Approved,TVS Garage
CL002994,C03500,P0085,1198188,2026-05-03,Approved,ABC Motors
CL002995,C03116,P0290,307903,2026-02-23,Approved,TVS Garage
CL002996,C03670,P0377,334110,2026-05-05,Approved,NA
CL002997,C02492,P0368,866850,2026-05-19,Submitted,XYZ Garage
CL002998,C01357,P0243,116033,2026-03-11,Rejected,Aster Hospital
CL002999,C01577,P0400,506336,2026-03-06,Submitted,TVS Garage
CL003000,C03527,P0214,835158,2026-01-27,Approved,TVS Garage
CL003001,C00821,P0480,626501,2026-04-09,Approved,XYZ Garage
CL003002,C00395,P0194,1077262,2026-04-12,Approved,XYZ Garage
CL003003,C04497,P0198,1091421,2026-05-14,Rejected,XYZ Garage
CL003004,C01388,P0140,526504,2026-03-07,Approved,Aster Hospital
CL003005,C02951,P0043,1091815,2026-04-20,Submitted,NA
CL003006,C02655,P0214,182776,2026-02-28,Submitted,TVS Garage
CL003007,C02238,P0025,1178438,2026-05-19,Approved,NA
CL003008,C01928,P0445,213854,2026-05-20,Approved,XYZ Garage
CL003009,C00227,P0063,829463,2026-05-29,Submitted,Aster Hospital
CL003010,C02195,P0241,883540,2026-05-30,Approved,Aster Hospital
CL003011,C01667,P0253,1036646,2026-03-05,Submitted,XYZ Garage
CL003012,C04515,P0414,5946,2026-01-24,Submitted,Aster Hospital
CL003013,C01311,P0477,59307,2026-01-20,Rejected,Aster Hospital
CL003014,C00785,P0257,770788,2026-02-16,Approved,Apollo Hospital
CL003015,C01256,P0124,209469,2026-04-04,Approved,Aster Hospital
CL003016,C00600,P0476,409624,2026-03-04,Rejected,NA
CL003017,C01777,P0348,140603,2026-03-16,Approved,XYZ Garage
CL003018,C04533,P0091,167827,2026-02-12,Rejected,Apollo Hospital
CL003019,C01504,P0126,257257,2026-05-21,Submitted,ABC Motors
CL003020,C03965,P0096,74325,2026-01-29,Approved,XYZ Garage
CL003021,C02849,P0310,39100,2026-03-04,Approved,NA
CL003022,C03740,P0249,672508,2026-04-13,Submitted,NA
CL003023,C00113,P0004,12960,2026-01-27,Submitted,XYZ Garage
CL003024,C00649,P0488,971800,2026-04-07,Rejected,Aster Hospital
CL003025,C01427,P0481,617616,2026-03-21,Submitted,Aster Hospital
CL003026,C02107,P0112,1071203,2026-05-04,Approved,TVS Garage
CL003027,C00596,P0161,598013,2026-05-07,Rejected,ABC Motors
CL003028,C00945,P0059,976586,2026-01-15,Submitted,NA
CL003029,C04526,P0232,23638,2026-02-04,Rejected,Aster Hospital
CL003030,C04367,P0496,391857,2026-01-09,Rejected,Apollo Hospital
CL003031,C00382,P0320,498896,2026-05-14,Approved,XYZ Garage
CL003032,C01656,P0145,1191975,2026-01-30,Approved,Aster Hospital
CL003033,C01375,P0058,798839,2026-01-04,Approved,TVS Garage
CL003034,C04918,P0446,451247,2026-02-15,Rejected,NA
CL003035,C00624,P0280,490551,2026-02-05,Submitted,NA
CL003036,C02870,P0096,946539,2026-04-09,Approved,TVS Garage
CL003037,C01209,P0336,91032,2026-02-11,Approved,Aster Hospital
CL003038,C00916,P0051,916727,2026-04-30,Submitted,TVS Garage
CL003039,C02377,P0085,1110670,2026-02-25,Approved,ABC Motors
CL003040,C04048,P0348,56726,2026-01-26,Submitted,Apollo Hospital
CL003041,C03285,P0229,1061187,2026-01-29,Approved,ABC Motors
CL003042,C03837,P0407,1127207,2026-04-16,Submitted,Aster Hospital
CL003043,C04898,P0004,377477,2026-03-23,Approved,TVS Garage
CL003044,C01547,P0260,833521,2026-03-07,Approved,ABC Motors
CL003045,C03625,P0120,34010,2026-02-13,Approved,Apollo Hospital
CL003046,C04698,P0154,176467,2026-05-04,Submitted,TVS Garage
CL003047,C01710,P0329,49561,2026-03-14,Submitted,Apollo Hospital
CL003048,C02958,P0406,414949,2026-01-20,Submitted,XYZ Garage
CL003049,C02303,P0400,156734,2026-01-16,Submitted,TVS Garage
CL003050,C00226,P0230,677020,2026-03-23,Approved,XYZ Garage
CL003051,C02126,P0257,671899,2026-02-11,Submitted,TVS Garage
CL003052,C03383,P0476,1027321,2026-04-25,Approved,Aster Hospital
CL003053,C04068,P0259,526343,2026-04-22,Rejected,XYZ Garage
CL003054,C04032,P0026,15548,2026-05-24,Submitted,NA
CL003055,C01862,P0013,943682,2026-04-11,Rejected,NA
CL003056,C02410,P0426,85593,2026-03-28,Submitted,Aster Hospital
